[Current] DELIVERY - Takes(s): 9.4, Count: 14, TPM: 89.5, Sum(ms): 5475.6, Avg(ms): 391.3, 50th(ms): 352.3, 90th(ms): 453.0, 95th(ms): 453.0, 99th(ms): 805.3, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 209, TPM: 1254.2, Sum(ms): 17279.1, Avg(ms): 82.8, 50th(ms): 67.1, 90th(ms): 113.2, 95th(ms): 218.1, 99th(ms): 318.8, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 18, TPM: 110.2, Sum(ms): 49.9, Avg(ms): 2.7, 50th(ms): 2.6, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 10.0, Count: 192, TPM: 1153.3, Sum(ms): 15438.6, Avg(ms): 80.5, 50th(ms): 71.3, 90th(ms): 100.7, 95th(ms): 151.0, 99th(ms): 226.5, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 8, TPM: 48.3, Sum(ms): 27.3, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] DELIVERY - Takes(s): 9.4, Count: 17, TPM: 109.1, Sum(ms): 6958.6, Avg(ms): 411.5, 50th(ms): 385.9, 90th(ms): 520.1, 95th(ms): 536.9, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 219, TPM: 1316.9, Sum(ms): 15497.5, Avg(ms): 70.8, 50th(ms): 65.0, 90th(ms): 79.7, 95th(ms): 96.5, 99th(ms): 251.7, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 19, TPM: 114.3, Sum(ms): 57.7, Avg(ms): 3.0, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 3.7, 99.9th(ms): 3.7, Max(ms): 3.7
[Current] PAYMENT - Takes(s): 9.9, Count: 221, TPM: 1337.8, Sum(ms): 16673.0, Avg(ms): 75.4, 50th(ms): 71.3, 90th(ms): 96.5, 95th(ms): 121.6, 99th(ms): 167.8, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 27, TPM: 162.5, Sum(ms): 111.1, Avg(ms): 4.1, 50th(ms): 4.2, 90th(ms): 6.3, 95th(ms): 6.3, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.7, Count: 18, TPM: 111.9, Sum(ms): 7780.3, Avg(ms): 428.8, 50th(ms): 352.3, 90th(ms): 671.1, 95th(ms): 738.2, 99th(ms): 771.8, 99.9th(ms): 771.8, Max(ms): 771.8
[Current] NEW_ORDER - Takes(s): 9.9, Count: 205, TPM: 1245.9, Sum(ms): 16446.6, Avg(ms): 80.2, 50th(ms): 67.1, 90th(ms): 121.6, 95th(ms): 184.5, 99th(ms): 251.7, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] ORDER_STATUS - Takes(s): 9.2, Count: 17, TPM: 111.3, Sum(ms): 49.3, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.6, Count: 189, TPM: 1179.0, Sum(ms): 16201.4, Avg(ms): 85.8, 50th(ms): 71.3, 90th(ms): 130.0, 95th(ms): 184.5, 99th(ms): 285.2, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] STOCK_LEVEL - Takes(s): 9.2, Count: 18, TPM: 117.5, Sum(ms): 69.2, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 4.7, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.2, Count: 17, TPM: 110.5, Sum(ms): 7230.5, Avg(ms): 425.8, 50th(ms): 385.9, 90th(ms): 536.9, 95th(ms): 604.0, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 188, TPM: 1131.9, Sum(ms): 17310.7, Avg(ms): 92.1, 50th(ms): 75.5, 90th(ms): 142.6, 95th(ms): 201.3, 99th(ms): 352.3, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 22, TPM: 137.9, Sum(ms): 64.4, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 168, TPM: 1012.4, Sum(ms): 14748.0, Avg(ms): 87.9, 50th(ms): 75.5, 90th(ms): 117.4, 95th(ms): 184.5, 99th(ms): 234.9, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 14, TPM: 87.1, Sum(ms): 151.7, Avg(ms): 10.7, 50th(ms): 4.2, 90th(ms): 4.7, 95th(ms): 4.7, 99th(ms): 100.7, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] DELIVERY - Takes(s): 9.9, Count: 12, TPM: 72.4, Sum(ms): 6758.8, Avg(ms): 563.4, 50th(ms): 402.7, 90th(ms): 906.0, 95th(ms): 906.0, 99th(ms): 906.0, 99.9th(ms): 906.0, Max(ms): 906.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 173, TPM: 1041.0, Sum(ms): 17807.0, Avg(ms): 102.7, 50th(ms): 71.3, 90th(ms): 184.5, 95th(ms): 335.5, 99th(ms): 436.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 18, TPM: 108.7, Sum(ms): 53.1, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 144, TPM: 864.2, Sum(ms): 15773.1, Avg(ms): 109.7, 50th(ms): 75.5, 90th(ms): 176.2, 95th(ms): 352.3, 99th(ms): 704.6, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 12, TPM: 76.7, Sum(ms): 59.1, Avg(ms): 5.0, 50th(ms): 4.2, 90th(ms): 7.9, 95th(ms): 7.9, 99th(ms): 10.0, 99.9th(ms): 10.0, Max(ms): 10.0
[Current] DELIVERY - Takes(s): 9.5, Count: 21, TPM: 133.2, Sum(ms): 7596.4, Avg(ms): 361.5, 50th(ms): 369.1, 90th(ms): 385.9, 95th(ms): 402.7, 99th(ms): 536.9, 99.9th(ms): 536.9, Max(ms): 536.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 215, TPM: 1291.3, Sum(ms): 15024.8, Avg(ms): 69.9, 50th(ms): 67.1, 90th(ms): 83.9, 95th(ms): 92.3, 99th(ms): 151.0, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 23, TPM: 143.7, Sum(ms): 73.7, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 231, TPM: 1387.4, Sum(ms): 16943.8, Avg(ms): 73.4, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 100.7, 99th(ms): 159.4, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 19, TPM: 118.6, Sum(ms): 76.9, Avg(ms): 4.0, 50th(ms): 4.2, 90th(ms): 4.7, 95th(ms): 4.7, 99th(ms): 6.8, 99.9th(ms): 6.8, Max(ms): 6.8
[Current] DELIVERY - Takes(s): 9.9, Count: 23, TPM: 139.2, Sum(ms): 8872.5, Avg(ms): 386.2, 50th(ms): 352.3, 90th(ms): 536.9, 95th(ms): 637.5, 99th(ms): 805.3, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 187, TPM: 1127.4, Sum(ms): 15232.0, Avg(ms): 81.5, 50th(ms): 67.1, 90th(ms): 100.7, 95th(ms): 176.2, 99th(ms): 402.7, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 25, TPM: 158.0, Sum(ms): 83.8, Avg(ms): 3.3, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 193, TPM: 1163.6, Sum(ms): 15855.1, Avg(ms): 82.1, 50th(ms): 71.3, 90th(ms): 92.3, 95th(ms): 151.0, 99th(ms): 318.8, 99.9th(ms): 453.0, Max(ms): 453.0
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 17, TPM: 105.8, Sum(ms): 64.4, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.7, Count: 23, TPM: 141.8, Sum(ms): 9349.1, Avg(ms): 410.3, 50th(ms): 352.3, 90th(ms): 604.0, 95th(ms): 637.5, 99th(ms): 704.6, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] NEW_ORDER - Takes(s): 10.0, Count: 197, TPM: 1187.4, Sum(ms): 15318.8, Avg(ms): 77.8, 50th(ms): 65.0, 90th(ms): 100.7, 95th(ms): 167.8, 99th(ms): 302.0, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] ORDER_STATUS - Takes(s): 7.5, Count: 13, TPM: 103.6, Sum(ms): 41.5, Avg(ms): 3.2, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 189, TPM: 1138.6, Sum(ms): 15391.4, Avg(ms): 81.6, 50th(ms): 71.3, 90th(ms): 113.2, 95th(ms): 176.2, 99th(ms): 218.1, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 13, TPM: 81.6, Sum(ms): 61.8, Avg(ms): 4.8, 50th(ms): 3.7, 90th(ms): 6.3, 95th(ms): 6.3, 99th(ms): 15.7, 99.9th(ms): 15.7, Max(ms): 15.7
[Current] DELIVERY - Takes(s): 9.2, Count: 19, TPM: 123.9, Sum(ms): 7263.4, Avg(ms): 382.8, 50th(ms): 369.1, 90th(ms): 503.3, 95th(ms): 503.3, 99th(ms): 536.9, 99.9th(ms): 536.9, Max(ms): 536.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 221, TPM: 1328.0, Sum(ms): 16265.5, Avg(ms): 73.6, 50th(ms): 65.0, 90th(ms): 92.3, 95th(ms): 121.6, 99th(ms): 260.0, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 14, TPM: 88.8, Sum(ms): 39.9, Avg(ms): 2.8, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 3.7, 99.9th(ms): 3.7, Max(ms): 3.7
[Current] PAYMENT - Takes(s): 9.9, Count: 204, TPM: 1231.6, Sum(ms): 16219.9, Avg(ms): 79.5, 50th(ms): 71.3, 90th(ms): 100.7, 95th(ms): 134.2, 99th(ms): 218.1, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 20, TPM: 126.8, Sum(ms): 74.4, Avg(ms): 3.7, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.8, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.5, Count: 18, TPM: 113.4, Sum(ms): 6838.6, Avg(ms): 380.3, 50th(ms): 369.1, 90th(ms): 453.0, 95th(ms): 570.4, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 213, TPM: 1296.0, Sum(ms): 16075.6, Avg(ms): 75.3, 50th(ms): 65.0, 90th(ms): 83.9, 95th(ms): 167.8, 99th(ms): 268.4, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] ORDER_STATUS - Takes(s): 9.4, Count: 18, TPM: 115.2, Sum(ms): 59.1, Avg(ms): 3.3, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 214, TPM: 1284.0, Sum(ms): 16908.9, Avg(ms): 79.0, 50th(ms): 71.3, 90th(ms): 96.5, 95th(ms): 151.0, 99th(ms): 268.4, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] STOCK_LEVEL - Takes(s): 8.8, Count: 14, TPM: 96.0, Sum(ms): 53.9, Avg(ms): 3.9, 50th(ms): 4.2, 90th(ms): 4.7, 95th(ms): 4.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.4, Count: 21, TPM: 133.7, Sum(ms): 9200.7, Avg(ms): 434.6, 50th(ms): 419.4, 90th(ms): 570.4, 95th(ms): 570.4, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 172, TPM: 1038.4, Sum(ms): 13078.4, Avg(ms): 76.1, 50th(ms): 67.1, 90th(ms): 96.5, 95th(ms): 134.2, 99th(ms): 251.7, 99.9th(ms): 251.7, Max(ms): 251.7
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 20, TPM: 121.3, Sum(ms): 59.0, Avg(ms): 3.0, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 217, TPM: 1302.4, Sum(ms): 17658.1, Avg(ms): 81.5, 50th(ms): 71.3, 90th(ms): 117.4, 95th(ms): 159.4, 99th(ms): 243.3, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] STOCK_LEVEL - Takes(s): 9.1, Count: 13, TPM: 86.0, Sum(ms): 50.7, Avg(ms): 3.9, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 8.6, Count: 15, TPM: 104.5, Sum(ms): 5675.2, Avg(ms): 378.6, 50th(ms): 369.1, 90th(ms): 503.3, 95th(ms): 503.3, 99th(ms): 503.3, 99.9th(ms): 503.3, Max(ms): 503.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 234, TPM: 1405.3, Sum(ms): 17746.6, Avg(ms): 75.9, 50th(ms): 67.1, 90th(ms): 100.7, 95th(ms): 151.0, 99th(ms): 218.1, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] ORDER_STATUS - Takes(s): 8.7, Count: 14, TPM: 96.5, Sum(ms): 41.3, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 209, TPM: 1259.6, Sum(ms): 16106.8, Avg(ms): 77.2, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 134.2, 99th(ms): 176.2, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] STOCK_LEVEL - Takes(s): 8.4, Count: 14, TPM: 100.5, Sum(ms): 55.0, Avg(ms): 3.9, 50th(ms): 4.2, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.8, Count: 23, TPM: 140.2, Sum(ms): 9749.3, Avg(ms): 422.0, 50th(ms): 369.1, 90th(ms): 604.0, 95th(ms): 637.5, 99th(ms): 805.3, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 179, TPM: 1077.9, Sum(ms): 14574.4, Avg(ms): 81.5, 50th(ms): 67.1, 90th(ms): 113.2, 95th(ms): 167.8, 99th(ms): 285.2, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 14, TPM: 90.4, Sum(ms): 42.3, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 173, TPM: 1041.2, Sum(ms): 15798.5, Avg(ms): 91.4, 50th(ms): 71.3, 90th(ms): 130.0, 95th(ms): 201.3, 99th(ms): 486.5, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 15, TPM: 91.6, Sum(ms): 53.4, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.9, Count: 19, TPM: 115.5, Sum(ms): 7479.9, Avg(ms): 393.4, 50th(ms): 352.3, 90th(ms): 436.2, 95th(ms): 671.1, 99th(ms): 671.1, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] NEW_ORDER - Takes(s): 9.9, Count: 210, TPM: 1267.7, Sum(ms): 15809.7, Avg(ms): 75.4, 50th(ms): 67.1, 90th(ms): 83.9, 95th(ms): 151.0, 99th(ms): 234.9, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 22, TPM: 138.4, Sum(ms): 70.7, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 9.9, Count: 210, TPM: 1268.3, Sum(ms): 16537.9, Avg(ms): 78.8, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 125.8, 99th(ms): 234.9, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] STOCK_LEVEL - Takes(s): 9.2, Count: 20, TPM: 130.9, Sum(ms): 71.9, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.7, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.7, Count: 17, TPM: 105.5, Sum(ms): 7475.2, Avg(ms): 437.2, 50th(ms): 436.2, 90th(ms): 503.3, 95th(ms): 503.3, 99th(ms): 805.3, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 189, TPM: 1135.1, Sum(ms): 14781.6, Avg(ms): 78.3, 50th(ms): 65.0, 90th(ms): 92.3, 95th(ms): 184.5, 99th(ms): 302.0, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 15, TPM: 91.5, Sum(ms): 49.2, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 211, TPM: 1270.5, Sum(ms): 17489.6, Avg(ms): 83.0, 50th(ms): 71.3, 90th(ms): 113.2, 95th(ms): 176.2, 99th(ms): 285.2, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 16, TPM: 101.8, Sum(ms): 55.9, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.7, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.9, Count: 15, TPM: 91.3, Sum(ms): 6407.8, Avg(ms): 428.4, 50th(ms): 402.7, 90th(ms): 570.4, 95th(ms): 570.4, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 228, TPM: 1371.2, Sum(ms): 17062.0, Avg(ms): 75.0, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 159.4, 99th(ms): 234.9, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 24, TPM: 144.3, Sum(ms): 65.0, Avg(ms): 2.7, 50th(ms): 2.6, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 204, TPM: 1226.3, Sum(ms): 16404.5, Avg(ms): 80.4, 50th(ms): 71.3, 90th(ms): 113.2, 95th(ms): 134.2, 99th(ms): 243.3, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 21, TPM: 127.2, Sum(ms): 156.8, Avg(ms): 7.6, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 88.1, 99.9th(ms): 88.1, Max(ms): 88.1
[Current] DELIVERY - Takes(s): 9.3, Count: 19, TPM: 122.1, Sum(ms): 7506.8, Avg(ms): 394.7, 50th(ms): 369.1, 90th(ms): 486.5, 95th(ms): 503.3, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 223, TPM: 1339.2, Sum(ms): 16780.3, Avg(ms): 75.2, 50th(ms): 67.1, 90th(ms): 92.3, 95th(ms): 151.0, 99th(ms): 192.9, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] ORDER_STATUS - Takes(s): 8.9, Count: 17, TPM: 115.2, Sum(ms): 54.5, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 194, TPM: 1164.4, Sum(ms): 15518.6, Avg(ms): 80.1, 50th(ms): 71.3, 90th(ms): 104.9, 95th(ms): 176.2, 99th(ms): 209.7, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 20, TPM: 120.1, Sum(ms): 71.0, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] DELIVERY - Takes(s): 9.3, Count: 21, TPM: 136.1, Sum(ms): 9036.5, Avg(ms): 427.4, 50th(ms): 385.9, 90th(ms): 570.4, 95th(ms): 604.0, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 200, TPM: 1200.7, Sum(ms): 15453.9, Avg(ms): 77.3, 50th(ms): 67.1, 90th(ms): 92.3, 95th(ms): 151.0, 99th(ms): 285.2, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 17, TPM: 102.8, Sum(ms): 50.4, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 183, TPM: 1099.2, Sum(ms): 15188.8, Avg(ms): 83.2, 50th(ms): 75.5, 90th(ms): 125.8, 95th(ms): 159.4, 99th(ms): 260.0, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 19, TPM: 117.2, Sum(ms): 70.2, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 10.0, Count: 16, TPM: 96.4, Sum(ms): 6329.1, Avg(ms): 395.8, 50th(ms): 369.1, 90th(ms): 503.3, 95th(ms): 520.1, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 9.9, Count: 208, TPM: 1259.0, Sum(ms): 16584.1, Avg(ms): 79.8, 50th(ms): 67.1, 90th(ms): 88.1, 95th(ms): 209.7, 99th(ms): 318.8, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 28, TPM: 168.5, Sum(ms): 87.8, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 216, TPM: 1299.1, Sum(ms): 17084.4, Avg(ms): 79.2, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 134.2, 99th(ms): 243.3, 99.9th(ms): 251.7, Max(ms): 251.7
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 14, TPM: 86.0, Sum(ms): 50.3, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.4, Count: 18, TPM: 114.8, Sum(ms): 6830.7, Avg(ms): 378.0, 50th(ms): 352.3, 90th(ms): 486.5, 95th(ms): 520.1, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 201, TPM: 1206.1, Sum(ms): 16808.5, Avg(ms): 83.6, 50th(ms): 65.0, 90th(ms): 130.0, 95th(ms): 234.9, 99th(ms): 352.3, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] ORDER_STATUS - Takes(s): 9.0, Count: 21, TPM: 140.7, Sum(ms): 61.1, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.9, Count: 195, TPM: 1183.0, Sum(ms): 16213.2, Avg(ms): 83.0, 50th(ms): 71.3, 90th(ms): 92.3, 95th(ms): 184.5, 99th(ms): 369.1, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 19, TPM: 114.4, Sum(ms): 71.2, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.8, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.8, Count: 16, TPM: 98.4, Sum(ms): 6720.7, Avg(ms): 421.5, 50th(ms): 369.1, 90th(ms): 503.3, 95th(ms): 604.0, 99th(ms): 704.6, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] NEW_ORDER - Takes(s): 10.0, Count: 233, TPM: 1402.6, Sum(ms): 17397.7, Avg(ms): 74.7, 50th(ms): 67.1, 90th(ms): 88.1, 95th(ms): 130.0, 99th(ms): 268.4, 99.9th(ms): 385.9, Max(ms): 385.9
